,id,date,store_nbr,family,sales,onpromotion
2655180,2655180,2017-02-03 00:00:00,1,AUTOMOTIVE,1.0,0
2656962,2656962,2017-02-04 00:00:00,1,AUTOMOTIVE,4.0,0
2658744,2658744,2017-02-05 00:00:00,1,AUTOMOTIVE,3.0,0
2660526,2660526,2017-02-06 00:00:00,1,AUTOMOTIVE,4.0,0
2662308,2662308,2017-02-07 00:00:00,1,AUTOMOTIVE,2.0,0
2664090,2664090,2017-02-08 00:00:00,1,AUTOMOTIVE,6.0,0
2665872,2665872,2017-02-09 00:00:00,1,AUTOMOTIVE,5.0,0
2667654,2667654,2017-02-10 00:00:00,1,AUTOMOTIVE,3.0,0
2669436,2669436,2017-02-11 00:00:00,1,AUTOMOTIVE,5.0,0
2671218,2671218,2017-02-12 00:00:00,1,AUTOMOTIVE,4.0,0
2673000,2673000,2017-02-13 00:00:00,1,AUTOMOTIVE,3.0,0
2674782,2674782,2017-02-14 00:00:00,1,AUTOMOTIVE,2.0,0
2676564,2676564,2017-02-15 00:00:00,1,AUTOMOTIVE,3.0,0
2678346,2678346,2017-02-16 00:00:00,1,AUTOMOTIVE,3.0,0
2680128,2680128,2017-02-17 00:00:00,1,AUTOMOTIVE,7.0,0
2681910,2681910,2017-02-18 00:00:00,1,AUTOMOTIVE,3.0,0
2683692,2683692,2017-02-19 00:00:00,1,AUTOMOTIVE,0.0,0
2685474,2685474,2017-02-20 00:00:00,1,AUTOMOTIVE,2.0,0
2687256,2687256,2017-02-21 00:00:00,1,AUTOMOTIVE,2.0,0
2689038,2689038,2017-02-22 00:00:00,1,AUTOMOTIVE,4.0,0
2690820,2690820,2017-02-23 00:00:00,1,AUTOMOTIVE,1.0,0
2692602,2692602,2017-02-24 00:00:00,1,AUTOMOTIVE,13.0,0
2694384,2694384,2017-02-25 00:00:00,1,AUTOMOTIVE,2.0,0
2696166,2696166,2017-02-26 00:00:00,1,AUTOMOTIVE,1.0,0
2697948,2697948,2017-02-27 00:00:00,1,AUTOMOTIVE,3.0,0
2699730,2699730,2017-02-28 00:00:00,1,AUTOMOTIVE,2.0,0
2701512,2701512,2017-03-01 00:00:00,1,AUTOMOTIVE,1.0,0
2703294,2703294,2017-03-02 00:00:00,1,AUTOMOTIVE,3.0,0
2705076,2705076,2017-03-03 00:00:00,1,AUTOMOTIVE,5.0,0
2706858,2706858,2017-03-04 00:00:00,1,AUTOMOTIVE,6.0,0
2708640,2708640,2017-03-05 00:00:00,1,AUTOMOTIVE,0.0,0
2710422,2710422,2017-03-06 00:00:00,1,AUTOMOTIVE,5.0,0
2712204,2712204,2017-03-07 00:00:00,1,AUTOMOTIVE,3.0,0
2713986,2713986,2017-03-08 00:00:00,1,AUTOMOTIVE,3.0,0
2715768,2715768,2017-03-09 00:00:00,1,AUTOMOTIVE,4.0,0
2717550,2717550,2017-03-10 00:00:00,1,AUTOMOTIVE,3.0,0
2719332,2719332,2017-03-11 00:00:00,1,AUTOMOTIVE,0.0,0
2721114,2721114,2017-03-12 00:00:00,1,AUTOMOTIVE,4.0,0
2722896,2722896,2017-03-13 00:00:00,1,AUTOMOTIVE,3.0,0
2724678,2724678,2017-03-14 00:00:00,1,AUTOMOTIVE,3.0,0
2726460,2726460,2017-03-15 00:00:00,1,AUTOMOTIVE,7.0,0
2728242,2728242,2017-03-16 00:00:00,1,AUTOMOTIVE,4.0,0
2730024,2730024,2017-03-17 00:00:00,1,AUTOMOTIVE,6.0,0
2731806,2731806,2017-03-18 00:00:00,1,AUTOMOTIVE,3.0,0
2733588,2733588,2017-03-19 00:00:00,1,AUTOMOTIVE,1.0,0
2735370,2735370,2017-03-20 00:00:00,1,AUTOMOTIVE,3.0,0
2737152,2737152,2017-03-21 00:00:00,1,AUTOMOTIVE,8.0,0
2738934,2738934,2017-03-22 00:00:00,1,AUTOMOTIVE,3.0,0
2740716,2740716,2017-03-23 00:00:00,1,AUTOMOTIVE,3.0,0
2742498,2742498,2017-03-24 00:00:00,1,AUTOMOTIVE,7.0,0
2744280,2744280,2017-03-25 00:00:00,1,AUTOMOTIVE,5.0,0
2746062,2746062,2017-03-26 00:00:00,1,AUTOMOTIVE,5.0,0
2747844,2747844,2017-03-27 00:00:00,1,AUTOMOTIVE,6.0,0
2749626,2749626,2017-03-28 00:00:00,1,AUTOMOTIVE,4.0,0
2751408,2751408,2017-03-29 00:00:00,1,AUTOMOTIVE,2.0,0
2753190,2753190,2017-03-30 00:00:00,1,AUTOMOTIVE,3.0,0
2754972,2754972,2017-03-31 00:00:00,1,AUTOMOTIVE,5.0,0
2756754,2756754,2017-04-01 00:00:00,1,AUTOMOTIVE,9.0,0
2758536,2758536,2017-04-02 00:00:00,1,AUTOMOTIVE,4.0,0
2760318,2760318,2017-04-03 00:00:00,1,AUTOMOTIVE,11.0,0
2762100,2762100,2017-04-04 00:00:00,1,AUTOMOTIVE,3.0,0
2763882,2763882,2017-04-05 00:00:00,1,AUTOMOTIVE,5.0,0
2765664,2765664,2017-04-06 00:00:00,1,AUTOMOTIVE,10.0,0
2767446,2767446,2017-04-07 00:00:00,1,AUTOMOTIVE,9.0,0
2769228,2769228,2017-04-08 00:00:00,1,AUTOMOTIVE,8.0,0
2771010,2771010,2017-04-09 00:00:00,1,AUTOMOTIVE,2.0,0
2772792,2772792,2017-04-10 00:00:00,1,AUTOMOTIVE,5.0,0
2774574,2774574,2017-04-11 00:00:00,1,AUTOMOTIVE,6.0,0
2776356,2776356,2017-04-12 00:00:00,1,AUTOMOTIVE,3.0,0
2778138,2778138,2017-04-13 00:00:00,1,AUTOMOTIVE,9.0,0
2779920,2779920,2017-04-14 00:00:00,1,AUTOMOTIVE,1.0,0
2781702,2781702,2017-04-15 00:00:00,1,AUTOMOTIVE,3.0,0
2783484,2783484,2017-04-16 00:00:00,1,AUTOMOTIVE,1.0,0
2785266,2785266,2017-04-17 00:00:00,1,AUTOMOTIVE,1.0,0
2787048,2787048,2017-04-18 00:00:00,1,AUTOMOTIVE,3.0,0
2788830,2788830,2017-04-19 00:00:00,1,AUTOMOTIVE,4.0,0
2790612,2790612,2017-04-20 00:00:00,1,AUTOMOTIVE,2.0,0
2792394,2792394,2017-04-21 00:00:00,1,AUTOMOTIVE,5.0,0
2794176,2794176,2017-04-22 00:00:00,1,AUTOMOTIVE,5.0,0
2795958,2795958,2017-04-23 00:00:00,1,AUTOMOTIVE,1.0,0
2797740,2797740,2017-04-24 00:00:00,1,AUTOMOTIVE,6.0,0
2799522,2799522,2017-04-25 00:00:00,1,AUTOMOTIVE,3.0,0
2801304,2801304,2017-04-26 00:00:00,1,AUTOMOTIVE,2.0,0
2803086,2803086,2017-04-27 00:00:00,1,AUTOMOTIVE,8.0,0
2804868,2804868,2017-04-28 00:00:00,1,AUTOMOTIVE,3.0,0
2806650,2806650,2017-04-29 00:00:00,1,AUTOMOTIVE,2.0,0
2808432,2808432,2017-04-30 00:00:00,1,AUTOMOTIVE,3.0,0
2810214,2810214,2017-05-01 00:00:00,1,AUTOMOTIVE,0.0,0
2811996,2811996,2017-05-02 00:00:00,1,AUTOMOTIVE,2.0,0
2813778,2813778,2017-05-03 00:00:00,1,AUTOMOTIVE,5.0,0
2815560,2815560,2017-05-04 00:00:00,1,AUTOMOTIVE,3.0,0
2817342,2817342,2017-05-05 00:00:00,1,AUTOMOTIVE,12.0,0
2819124,2819124,2017-05-06 00:00:00,1,AUTOMOTIVE,4.0,0
2820906,2820906,2017-05-07 00:00:00,1,AUTOMOTIVE,3.0,0
2822688,2822688,2017-05-08 00:00:00,1,AUTOMOTIVE,5.0,0
2824470,2824470,2017-05-09 00:00:00,1,AUTOMOTIVE,2.0,0
2826252,2826252,2017-05-10 00:00:00,1,AUTOMOTIVE,2.0,0
2828034,2828034,2017-05-11 00:00:00,1,AUTOMOTIVE,4.0,0
2829816,2829816,2017-05-12 00:00:00,1,AUTOMOTIVE,4.0,0
2831598,2831598,2017-05-13 00:00:00,1,AUTOMOTIVE,2.0,0
2833380,2833380,2017-05-14 00:00:00,1,AUTOMOTIVE,2.0,0
2835162,2835162,2017-05-15 00:00:00,1,AUTOMOTIVE,9.0,0
2836944,2836944,2017-05-16 00:00:00,1,AUTOMOTIVE,3.0,0
2838726,2838726,2017-05-17 00:00:00,1,AUTOMOTIVE,2.0,0
2840508,2840508,2017-05-18 00:00:00,1,AUTOMOTIVE,4.0,0
2842290,2842290,2017-05-19 00:00:00,1,AUTOMOTIVE,5.0,0
2844072,2844072,2017-05-20 00:00:00,1,AUTOMOTIVE,4.0,0
2845854,2845854,2017-05-21 00:00:00,1,AUTOMOTIVE,1.0,0
2847636,2847636,2017-05-22 00:00:00,1,AUTOMOTIVE,2.0,0
2849418,2849418,2017-05-23 00:00:00,1,AUTOMOTIVE,4.0,0
2851200,2851200,2017-05-24 00:00:00,1,AUTOMOTIVE,7.0,0
2852982,2852982,2017-05-25 00:00:00,1,AUTOMOTIVE,2.0,0
2854764,2854764,2017-05-26 00:00:00,1,AUTOMOTIVE,1.0,0
2856546,2856546,2017-05-27 00:00:00,1,AUTOMOTIVE,1.0,0
2858328,2858328,2017-05-28 00:00:00,1,AUTOMOTIVE,2.0,0
2860110,2860110,2017-05-29 00:00:00,1,AUTOMOTIVE,6.0,0
2861892,2861892,2017-05-30 00:00:00,1,AUTOMOTIVE,2.0,0
2863674,2863674,2017-05-31 00:00:00,1,AUTOMOTIVE,3.0,0
2865456,2865456,2017-06-01 00:00:00,1,AUTOMOTIVE,6.0,0
2867238,2867238,2017-06-02 00:00:00,1,AUTOMOTIVE,19.0,0
2869020,2869020,2017-06-03 00:00:00,1,AUTOMOTIVE,8.0,0
2870802,2870802,2017-06-04 00:00:00,1,AUTOMOTIVE,0.0,0
2872584,2872584,2017-06-05 00:00:00,1,AUTOMOTIVE,6.0,0
2874366,2874366,2017-06-06 00:00:00,1,AUTOMOTIVE,2.0,0
2876148,2876148,2017-06-07 00:00:00,1,AUTOMOTIVE,7.0,0
2877930,2877930,2017-06-08 00:00:00,1,AUTOMOTIVE,1.0,0
2879712,2879712,2017-06-09 00:00:00,1,AUTOMOTIVE,1.0,0
2881494,2881494,2017-06-10 00:00:00,1,AUTOMOTIVE,4.0,0
2883276,2883276,2017-06-11 00:00:00,1,AUTOMOTIVE,3.0,0
2885058,2885058,2017-06-12 00:00:00,1,AUTOMOTIVE,4.0,0
2886840,2886840,2017-06-13 00:00:00,1,AUTOMOTIVE,5.0,0
2888622,2888622,2017-06-14 00:00:00,1,AUTOMOTIVE,5.0,0
2890404,2890404,2017-06-15 00:00:00,1,AUTOMOTIVE,3.0,0
2892186,2892186,2017-06-16 00:00:00,1,AUTOMOTIVE,4.0,0
2893968,2893968,2017-06-17 00:00:00,1,AUTOMOTIVE,3.0,0
2895750,2895750,2017-06-18 00:00:00,1,AUTOMOTIVE,2.0,0
2897532,2897532,2017-06-19 00:00:00,1,AUTOMOTIVE,3.0,0
2899314,2899314,2017-06-20 00:00:00,1,AUTOMOTIVE,3.0,0
2901096,2901096,2017-06-21 00:00:00,1,AUTOMOTIVE,1.0,0
2902878,2902878,2017-06-22 00:00:00,1,AUTOMOTIVE,1.0,0
2904660,2904660,2017-06-23 00:00:00,1,AUTOMOTIVE,10.0,0
2906442,2906442,2017-06-24 00:00:00,1,AUTOMOTIVE,12.0,0
2908224,2908224,2017-06-25 00:00:00,1,AUTOMOTIVE,4.0,0
2910006,2910006,2017-06-26 00:00:00,1,AUTOMOTIVE,3.0,0
2911788,2911788,2017-06-27 00:00:00,1,AUTOMOTIVE,4.0,0
2913570,2913570,2017-06-28 00:00:00,1,AUTOMOTIVE,2.0,0
2915352,2915352,2017-06-29 00:00:00,1,AUTOMOTIVE,1.0,0
2917134,2917134,2017-06-30 00:00:00,1,AUTOMOTIVE,11.0,0
2918916,2918916,2017-07-01 00:00:00,1,AUTOMOTIVE,7.0,0
2920698,2920698,2017-07-02 00:00:00,1,AUTOMOTIVE,4.0,0
2922480,2922480,2017-07-03 00:00:00,1,AUTOMOTIVE,0.0,0
2924262,2924262,2017-07-04 00:00:00,1,AUTOMOTIVE,5.0,0
2926044,2926044,2017-07-05 00:00:00,1,AUTOMOTIVE,1.0,0
2927826,2927826,2017-07-06 00:00:00,1,AUTOMOTIVE,5.0,0
2929608,2929608,2017-07-07 00:00:00,1,AUTOMOTIVE,4.0,0
2931390,2931390,2017-07-08 00:00:00,1,AUTOMOTIVE,6.0,0
2933172,2933172,2017-07-09 00:00:00,1,AUTOMOTIVE,2.0,0
2934954,2934954,2017-07-10 00:00:00,1,AUTOMOTIVE,3.0,0
2936736,2936736,2017-07-11 00:00:00,1,AUTOMOTIVE,7.0,0
2938518,2938518,2017-07-12 00:00:00,1,AUTOMOTIVE,7.0,0
2940300,2940300,2017-07-13 00:00:00,1,AUTOMOTIVE,9.0,0
2942082,2942082,2017-07-14 00:00:00,1,AUTOMOTIVE,4.0,0
2943864,2943864,2017-07-15 00:00:00,1,AUTOMOTIVE,6.0,0
2945646,2945646,2017-07-16 00:00:00,1,AUTOMOTIVE,2.0,0
2947428,2947428,2017-07-17 00:00:00,1,AUTOMOTIVE,2.0,0
2949210,2949210,2017-07-18 00:00:00,1,AUTOMOTIVE,3.0,0
2950992,2950992,2017-07-19 00:00:00,1,AUTOMOTIVE,7.0,0
2952774,2952774,2017-07-20 00:00:00,1,AUTOMOTIVE,4.0,0
2954556,2954556,2017-07-21 00:00:00,1,AUTOMOTIVE,10.0,0
2956338,2956338,2017-07-22 00:00:00,1,AUTOMOTIVE,8.0,0
2958120,2958120,2017-07-23 00:00:00,1,AUTOMOTIVE,0.0,0
2959902,2959902,2017-07-24 00:00:00,1,AUTOMOTIVE,4.0,0
2961684,2961684,2017-07-25 00:00:00,1,AUTOMOTIVE,10.0,0
2963466,2963466,2017-07-26 00:00:00,1,AUTOMOTIVE,2.0,0
2965248,2965248,2017-07-27 00:00:00,1,AUTOMOTIVE,5.0,0
2967030,2967030,2017-07-28 00:00:00,1,AUTOMOTIVE,7.0,0
2968812,2968812,2017-07-29 00:00:00,1,AUTOMOTIVE,4.0,0
2970594,2970594,2017-07-30 00:00:00,1,AUTOMOTIVE,1.0,0
2972376,2972376,2017-07-31 00:00:00,1,AUTOMOTIVE,8.0,0
2974158,2974158,2017-08-01 00:00:00,1,AUTOMOTIVE,5.0,0
2975940,2975940,2017-08-02 00:00:00,1,AUTOMOTIVE,4.0,0
2977722,2977722,2017-08-03 00:00:00,1,AUTOMOTIVE,3.0,0
2979504,2979504,2017-08-04 00:00:00,1,AUTOMOTIVE,8.0,0
2981286,2981286,2017-08-05 00:00:00,1,AUTOMOTIVE,5.0,0
2983068,2983068,2017-08-06 00:00:00,1,AUTOMOTIVE,6.0,0
2984850,2984850,2017-08-07 00:00:00,1,AUTOMOTIVE,7.0,0
2986632,2986632,2017-08-08 00:00:00,1,AUTOMOTIVE,4.0,0
2988414,2988414,2017-08-09 00:00:00,1,AUTOMOTIVE,7.0,0
2990196,2990196,2017-08-10 00:00:00,1,AUTOMOTIVE,9.0,0
2991978,2991978,2017-08-11 00:00:00,1,AUTOMOTIVE,1.0,0
2993760,2993760,2017-08-12 00:00:00,1,AUTOMOTIVE,6.0,0
2995542,2995542,2017-08-13 00:00:00,1,AUTOMOTIVE,1.0,0
2997324,2997324,2017-08-14 00:00:00,1,AUTOMOTIVE,1.0,0
2999106,2999106,2017-08-15 00:00:00,1,AUTOMOTIVE,4.0,0
